word,pos,meaning,example,match_id,is_same
thi liệu,d,tài liệu dùng để làm thơ,,oewn-06648034-n,True
thi nhân,d,nhà thơ,#thi nhân Việt Nam,oewn-10463768-n,True
thi pháp,d,"phương pháp, quy tắc làm thơ [nói tổng quát]",,oewn-06179648-n,False
thi phẩm,d,tác phẩm thơ,#những thi phẩm nổi tiếng của Tản Đà,oewn-06389065-n,True
thi phú,d,"thơ và phú [nói khái quát]; thường dùng để chỉ thơ văn theo niêm luật, nói chung","#""Ông án Nguyễn là một nhà đại khoa, văn chương thi phú nổi tiếng khắp mấy tỉnh đường ngoài (...)"" (Khái Hưng; 2)",oewn-07107220-n,True
thi sĩ,d,nhà thơ,#một thi sĩ nổi tiếng #tâm hồn thi sĩ,oewn-10463768-n,True
thi tập,d,tập thơ,#Hồng Đức quốc âm thi tập,oewn-06603890-n,True
thi thể,d,xác người chết,#nhận dạng thi thể,oewn-05225393-n,True
thi thư,d,"kinh Thi và kinh Thư, hai bộ sách kinh điển của nho giáo; dùng để chỉ nền nho học và cũng để chỉ việc học hành","#luyện tập thi thư #""Con trai rèn tập sớm khuya, Nhà thi thư vẫn giữ nghề thi thư."" (QÂTK)",oewn-06376547-n,False
thi trắc nghiệm,d,"hình thức thi bằng phương pháp trắc nghiệm, thường bằng cách người dự thi đưa ra sự lựa chọn một đáp án đúng trong các đáp án đã cho sẵn ở từng câu hỏi",#áp dụng hình thức thi trắc nghiệm cho môn ngoại ngữ,oewn-07211681-n,False
thi tuyển,d,tập thơ được tuyển chọn từ những bài hay,"#một thi tuyển xuất sắc trên văn đàn #""Sinh đem mấy tập thi tuyển của mình đọc lại từng câu, dò lại từng chữ, thấy toàn là ý bướm tinh hoa (...)"" (Vũ Hạnh; 1)",oewn-06603890-n,True
thi tứ,d,tứ thơ,"#""(…) ngày xưa thi tứ của nàng dồi dào là thế mà bây giờ chẳng cho nghe được một lời nào (...)"" (Vũ Hạnh; 1)",oewn-07107220-n,False
thi vấn đáp,d,"hình thức thi bằng cách hỏi và trả lời bằng lời nói trực tiếp, không phải viết",,oewn-07213506-n,True
thi vị,d,"cái hay, cái đẹp, cái có tính chất gợi cảm và gây hứng thú trong thơ văn",#một câu thơ đầy thi vị,oewn-07107939-n,False
thi vị,d,"hoặc t cái hay, cái đẹp, cái nên thơ của một câu chuyện, sự vật hay khung cảnh nào đó","#phong cảnh trăng nước thi vị #thi vị của cuộc sống #""(...) tôi đã xây đắp bao nhiêu cảnh sống đầy thi vị bên con ông bá."" (Mạnh Phú Tư; 1)",oewn-07107939-n,True
thi viết,d,hình thức thi bằng cách viết bài làm trên giấy,,oewn-07211681-n,False
thì,d,"thời kì, giai đoạn cơ thể phát triển mạnh và bắt đầu có khả năng sinh sản","#lúa đang thì con gái #quá lứa lỡ thì #""Ai ơi chơi lấy kẻo già, Măng mọc có lứa, người ta có thì."" (Cdao)",oewn-15173255-n,True
thì,d,"thời điểm tốt nhất, thuận lợi nhất để cho một hoạt động thu được kết quả tốt","#lúa cấy đúng thì #nhất thì nhì thục (tng) #""Ơn Trời mưa nắng phải thì, Nơi thì bừa cạn nơi thì cày sâu."" (Cdao)",oewn-15270326-n,True
thì,d,"từng phần của một động tác, một thao tác kĩ thuật hay một chu trình vận động, chiếm một khoảng thời gian nhất định",#động cơ xe máy bốn thì #thì hít vào và thì thở ra của động tác thở,oewn-15315573-n,True
thì giờ,d,"thời gian, về mặt sử dụng có ích cho con người","#chẳng có thì giờ đâu để tâm đến chuyện ấy #""Xin lỗi! Tôi không đủ thì giờ để ngồi nghe những lời nói rồ dại, ngớ ngẩn của ông."" (Chu Lai; 1)",oewn-15295388-n,True
thì là,d,"rau có phiến lá xẻ thành bản hình sợi, mùi thơm, thường dùng làm gia vị trong các món canh chua",,oewn-07843872-n,True
thí chủ,d,người bỏ tiền ra cứu giúp người nghèo khó để làm phúc,,oewn-10441701-n,True
thí chủ,d,từ người nhà chùa gọi khách đến lễ chùa,#mời thí chủ ở lại dùng bữa cơm chay với nhà chùa!,oewn-10170460-n,False
thí dụ,d,trường hợp cụ thể nêu ra để minh hoạ hoặc để chứng minh,#một thí dụ điển hình #nêu thí dụ #quyển từ điển đưa nhiều thí dụ minh hoạ,oewn-06893583-n,True
thí dụ,d,"từ dùng để báo cho biết là liền sau đó sẽ nêu ra điều nào đó coi như là có thật, lấy đó làm căn cứ","#""(…) chị và cháu có giữ được di vật chứng tích gì của người quá cố chăng? Thí dụ như lá thư, tấm ảnh hay nét chữ ghi tên cha mẹ, xóm làng cũng được!"" (Triệu Huấn; 2)",oewn-06893583-n,False
thí điểm,d,thử thực hiện trong một phạm vi hẹp để rút kinh nghiệm,"#xây dựng một vài thí điểm về giống lúa mới #chương trình dạy thí điểm #""Mấy cháu đừng lo, cứ để bác thí điểm coi sao. Nếu giải quyết hướng đó tốt, thì rồi phường mình cũng theo đó mà làm."" (Anh Đức; 26)",oewn-05807220-n,False
thí nghiệm,d,"gây ra một hiện tượng, một sự biến đổi nào đó trong điều kiện xác định để tìm hiểu, nghiên cứu, kiểm tra hay chứng minh",#thí nghiệm loại vaccin mới trên cơ thể chuột #phòng thí nghiệm hoá học #dụng cụ thí nghiệm,oewn-00640799-n,True
thí nghiệm,d,làm thử để rút kinh nghiệm,#trồng thí nghiệm giống lúa mới,oewn-00640799-n,False
thí sinh,d,người tham dự một kì thi để kiểm tra trình độ,#cuộc thi có hàng nghìn thí sinh tham dự,oewn-10723341-n,True
thị,d,"cây ăn quả, hoa màu trắng, quả tròn và mọng, khi chín màu vàng, có mùi rất thơm",,oewn-07762162-n,True
thị,d,"[thường viết hoa] từ dùng đặt trước một tên riêng để chỉ hoặc gọi người phụ nữ ở tầng lớp dưới trong xã hội cũ, thường hàm ý coi thường","#Thị Mầu #""(...) người đàn bà ấy lại chính là Thị Nở, một người ngẩn ngơ như những người đần trong cổ tích và xấu ma chê quỷ hờn."" (Nam Cao; 3)",oewn-06352619-n,False
thị,d,"[thường viết hoa] tiếng lót thường dùng giữa họ và tên của nữ giới, để phân biệt với tên của nam giới",#anh hùng liệt sĩ Võ Thị Sáu,oewn-06348572-n,False
thị,d,thị xã [nói tắt],"#khắp các huyện, thị trong tỉnh",oewn-08689937-n,True
thị chính,d,"công việc hành chính của thành phố, thị xã, ở một số nước",#toà thị chính (toà nhà làm việc của thành phố),oewn-03040007-n,False
thị dân,d,"người dân thành thị, chuyên sống bằng nghề thủ công hoặc buôn bán",#tầng lớp thị dân nghèo,oewn-09900112-n,False
thị dục,d,lòng ham muốn về vật chất,#những thị dục tầm thường,oewn-04952234-n,True
thị dục,d,"giá trị chứng khoán hay giá của thị trường chứng khoán, thị trường ngoại tệ hoặc hàng hoá dễ đồng nhất",#thị giá cổ phiếu #thị giá chứng khoán tăng mạnh,oewn-13358337-n,True
thị giá,d,giá cả hàng hoá được hình thành trên thị trường dưới tác động của cung cầu và cạnh tranh,,oewn-13358337-n,True
thị giác,d,"cảm giác phân biệt được ánh sáng, màu sắc, hình dạng",#cơ quan thị giác #mắc chứng rối loạn thị giác,oewn-05662207-n,True
thị hiếu,d,"xu hướng ham thích, ưa chuộng [thường là của một số đông người và trong một thời kì nhất định] về một lối, một kiểu nào đó đối với những thứ sử dụng hoặc thưởng thức hằng ngày",#nắm bắt được thị hiếu của khách hàng #thoả mãn thị hiếu,oewn-05758160-n,True
thị lang,d,"chức quan tam phẩm trong các bộ ở triều đình phong kiến, dưới tham tri",,oewn-10309332-n,False
thị lực,d,độ nhìn rõ của mắt,"#máy kiểm tra thị lực #""Tôi đưa tay lên giụi nhẹ. Thị lực dần dần trở lại. Tôi đoán không sai, đây là một bản nhỏ núp kín dưới tán rừng."" (Bùi Bình Thi; 4)",oewn-05663412-n,True
thị nữ,d,người hầu gái trong cung vua chúa hoặc trong các gia đình quý tộc lớn thời phong kiến,,oewn-10178779-n,True
thị phần,d,phần chiếm lĩnh thị trường về một loại sản phẩm nào đó mà một cơ sở sản xuất chiếm lĩnh được,#cắt giảm thị phần #chiếm tới 70 phần trăm thị phần,oewn-13306199-n,True
thị sảnh,d,trụ sở cơ quan hành chính của thành phố hoặc thị xã,,oewn-03040007-n,True
thị thành,d,"thành phố, thị xã nói chung, về mặt là nơi dân cư đông đúc, công nghiệp và thương nghiệp phát triển, sinh hoạt văn hoá phong phú; phân biệt với nông thôn",#dân nghèo thành thị #cuộc sống nơi thành thị #thu hẹp khoảng cách giữa nông thôn và thành thị,oewn-08542298-n,True
thị thần,d,quan hầu cận của vua,"#""Lúc hấp hối, vua Lê gọi các thị thần tới nhận lời trăng trối (...)"" (HLNTC)",oewn-09991369-n,True
thị tì,d,người hầu gái trong gia đình quyền quý thời phong kiến,,oewn-10601959-n,True
thị tộc,d,"tổ chức cơ sở của xã hội nguyên thuỷ, bao gồm nhiều gia đình lớn có cùng một tổ tiên và có kinh tế chung",#thị tộc mẫu quyền,oewn-07986142-n,True
thị trấn,d,"khu vực tập trung dân cư, sinh hoạt chủ yếu là sản xuất thủ công nghiệp, thương nghiệp, quy mô nhỏ hơn thị xã",,oewn-08683242-n,True
thị trường,d,"tổng thể nói chung những hoạt động mua bán, trao đổi và lưu thông hàng hoá",#cơ chế thị trường #mở rộng thị trường #thị trường chứng khoán,oewn-01099197-n,True
thị trường,d,nơi thường xuyên tiêu thụ hàng hoá,#tranh giành thị trường #một thị trường rộng lớn,oewn-01099197-n,True
thị trường,d,phần không gian mà mắt có thể nhìn bao quát được,#tăng thị trường của mắt,oewn-05941627-n,True
thị trường chứng khoán,d,"thị trường mua bán, trao đổi chứng khoán giữa các nhà đầu tư, thông qua môi giới",#tham gia thị trường chứng khoán #giá cổ phiếu trên thị trường chứng khoán đang tăng mạnh,oewn-04330164-n,True
thị trường tiền tệ,d,"thị trường mua bán, trao đổi chứng khoán, tiền tệ, kim loại quý và đá quý",,oewn-08089673-n,False
thị trưởng,d,người đứng đầu cơ quan hành chính của thành phố ở một số nước,,oewn-10323481-n,True
thị tứ,d,"khu vực dân cư mới hình thành tự phát, thường là quanh các nhà máy, khu công nghiệp lớn mới thành lập, hoạt động kinh tế chủ yếu là thương nghiệp và dịch vụ, có quy mô nhỏ hơn thị trấn",,oewn-08243620-n,True
thị tỳ,d,người hầu gái trong gia đình quyền quý thời phong kiến,,oewn-10601959-n,False
thị uỷ,d,ban chấp hành đảng bộ thị xã,,oewn-08327879-n,True
thị vệ,d,lính hộ vệ vua,,oewn-09882437-n,True
thị xã,d,"khu vực tập trung đông dân cư, sinh hoạt chủ yếu là sản xuất thủ công nghiệp, thương nghiệp, quy mô nhỏ hơn thành phố nhưng lớn hơn thị trấn",,oewn-08683242-n,False
thia lia,d,cá thia thia [nói tắt],"#""Chim quyên ăn trái nhãn lồng, Thia thia quen chậu vợ chồng quen hơi."" (Cdao)",oewn-02514684-n,True
thia thia,d,cá thia thia [nói tắt],"#""Chim quyên ăn trái nhãn lồng, Thia thia quen chậu vợ chồng quen hơi."" (Cdao)",oewn-02514684-n,False
thìa,d,"đồ dùng thường làm bằng kim loại hoặc bằng nhựa, có cán cầm, dùng để múc thức ăn",,oewn-04291140-n,True
thìa cà phê,d,"thìa nhỏ, cán dài, thường dùng để quấy đường khi uống cà phê",,oewn-04405823-n,True
thìa canh,d,"thìa lớn, thường dùng để múc canh",,oewn-04388160-n,True
thìa là,d,"rau có phiến lá xẻ thành bản hình sợi, mùi thơm, thường dùng làm gia vị trong các món canh chua",,oewn-07843872-n,True
thích khách,d,người mang vũ khí tới gần để ám sát một nhân vật quan trọng trong thời phong kiến,#có thích khách,oewn-09833101-n,False
thiếc,d,"kim loại màu trắng, dễ nóng chảy, dễ dát mỏng, không gỉ, dùng để mạ hoặc làm giấy gói chống ẩm mốc, hay để chế hợp kim",,oewn-14683034-n,True
thiếc hàn,d,"hợp kim chì với thiếc, dùng để hàn",,oewn-14742983-n,True
thiên,d,"từng phần lớn của quyển sách [thường là sách cổ], trong thường gồm có nhiều chương",#sách Luận ngữ có cả thảy hai mươi thiên,oewn-06406508-n,True
thiên,d,từ dùng để chỉ từng đơn vị bài viết hoặc tác phẩm có giá trị lớn,#thiên phóng sự #một thiên tiểu thuyết lãng mạn nổi tiếng,oewn-06280049-n,True
thiên ân,d,ơn trời; dùng để chỉ ơn của vua,"#""Mặt rồng gang tấc không xa, Giãi tình oan khuất, hoạ nhờ thiên ân."" (NĐM)",oewn-04847946-n,True
thiên bẩm,d,bẩm chất tốt do trời phú,"#""(...) chú nó thông minh vốn thiên bẩm và gần đây tân thư và toán pháp đọc cũng nhiều, cũng không lấy gì làm ngại lắm."" (Nguyễn Tuân; 25)",oewn-05631825-n,True
thiên binh,d,"binh lính nhà trời; cũng dùng để ví binh lính của nhà vua đi dẹp giặc, coi như phụng mệnh trời","#kháng cự thiên binh #""Quân ta đã vào đến trong thành, thiên binh đã tới, chống cự cũng vô ích."" (Nguyễn Huy Tưởng; 2)",oewn-09562026-n,False
thiên can,d,"tên gọi chung mười kí hiệu chữ Hán xếp theo thứ tự giáp, ất, bính, đinh, mậu, kỉ, canh, tân, nhâm, quý, dùng kết hợp với mười hai kí hiệu của địa chi trong phép đếm thời gian cổ truyền của Trung Quốc, Việt Nam và một số nước châu á",,oewn-07357095-n,False
thiên cầu,d,mặt cầu tưởng tượng trên đó có các thiên thể và có tâm là người quan sát,,oewn-08538450-n,True
thiên chúa,d,Chúa Trời,#kỉ niệm ngày Thiên Chúa giáng sinh,oewn-09559169-n,True
thiên chúa giáo,d,"một nhánh của đạo Kitô, thừa nhận địa vị tối cao của giáo hoàng, phân biệt với đạo Tin Lành và Chính Thống giáo",#theo Công giáo,oewn-06237394-n,True
thiên chức,d,"chức năng, phần việc mang tính tự nhiên và thiêng liêng của con người",#thiên chức làm mẹ của người phụ nữ #thiên chức của người cầm bút,oewn-08420588-n,False
thiên cổ,d,ngàn đời,"#lưu danh thiên cổ #đã ra người thiên cổ (đã chết) #""Một vùng phong cảnh trước sau, Bức tranh thiên cổ đượm màu giang san."" (Cdao)",oewn-15268787-n,True
thiên cơ,d,"cơ trời; chỉ phép huyền bí, mầu nhiệm của trời, sắp đặt mọi việc trong trời đất, theo quan niệm duy tâm","#tiết lộ thiên cơ #""Em không thể cho anh thấy em nữa được. Thiên cơ đã định như vậy. Xin anh đừng buồn."" (Hồ Biểu Chánh; 4)",oewn-09528047-n,True
thiên cung,d,"cung điện tưởng tượng ở trên trời, theo truyền thuyết",#chốn thiên cung,oewn-05635568-n,False
thiên duyên,d,"duyên vợ chồng do trời định, theo quan niệm duy tâm","#""Thiên duyên kì ngộ gặp chàng, Khác chi như thể phượng hoàng gặp nhau."" (Cdao)",oewn-09528047-n,False
thiên đàng,d,"nơi linh hồn những người được coi là đã rửa sạch tội lỗi được hưởng sự cực lạc vĩnh viễn sau khi chết, theo quan niệm của một số tôn giáo; cũng dùng để chỉ thế giới tưởng tượng đầy hạnh phúc; đối lập với địa ngục",#lên chốn thiên đường #thành phố thiên đường,oewn-05636722-n,False
thiên đầu thống,d,tên gọi thông thường của glaucom,#bị thiên đầu thống,oewn-14278716-n,True
thiên địa,d,trời đất,"#""Đem cha táng ở gốc cây, Vái cùng thiên địa ngày rầy chứng minh."" (PCCH)",oewn-08579604-n,False
thiên địch,d,loài sinh vật có khả năng tiêu diệt một loài sinh vật thường gây hại khác,,oewn-02155392-n,False
thiên đình,d,"triều đình tưởng tượng ở trên trời, nơi Ngọc Hoàng ngự trị","#""Chẳng tin lên hỏi thiên đình, Thiên đình cũng bảo rằng mình lấy ta."" (Cdao)",oewn-05635568-n,False
thiên đỉnh,d,điểm gặp nhau tưởng tượng giữa đường thẳng đứng đi qua vị trí người quan sát và vòm trời,#lúc mặt trời đi qua thiên đỉnh,oewn-08702507-n,True
thiên đường,d,"nơi linh hồn những người được coi là đã rửa sạch tội lỗi được hưởng sự cực lạc vĩnh viễn sau khi chết, theo quan niệm của một số tôn giáo; cũng dùng để chỉ thế giới tưởng tượng đầy hạnh phúc; đối lập với địa ngục",#lên chốn thiên đường #thành phố thiên đường,oewn-05636722-n,False
thiên hà,d,"tập hợp rất nhiều sao [hàng trăm tỉ], trong đó Hệ Mặt Trời chỉ là một bộ phận rất nhỏ",,oewn-08287963-n,True
thiên hạ,d,mọi nơi nói chung trên trái đất,"#đi chu du khắp thiên hạ #""Trước khi quyết định, triều đình cho triệu bô lão trong thiên hạ để trưng cầu ý kiến."" (Nguyễn Huy Tưởng; 1)",oewn-09503939-n,False
thiên hạ,d,"người đời, trừ mình và những người thân ra [nói khái quát]","#che mắt thiên hạ #bị thiên hạ chê cười #""Ngày giỗ tết mà không có được năm bảy mâm mời thiên hạ thì ông tủi thân ông hậm hực mãi (...)"" (Vũ Trọng Phụng; 7)",oewn-08196607-n,True
thiên hướng,d,"khuynh hướng thiên về một cái gì đó, thường là có tính chất tự nhiên",#thiên hướng nghệ thuật #có thiên hướng về các môn tự nhiên,oewn-06209296-n,True
thiên kỉ,d,thiên niên kỉ [nói tắt],#sự biến đổi của Trái Đất trong một thiên kỉ,oewn-15166173-n,True
thiên kiến,d,"ý kiến, suy nghĩ thiên lệch, có phần áp đặt, thiếu khách quan","#giữa mẹ chồng và nàng dâu có nhiều thiên kiến #""Anh ta chẳng có thiên kiến chánh trị gì, gặp thời chiến thì đi lính, không bên này thì bên kia (...)"" (Lê Văn Thảo; 15)",oewn-06211643-n,True
thiên kim,d,ngàn vàng; dùng để ví cái hết sức quý giá,"#thiên kim tiểu thư #nhân nghĩa tựa thiên kim #""Phù sinh một sợi tơ mành, Giữ gìn di thể như hình thiên kim."" (TTK)",oewn-05148739-n,False
thiên kỷ,d,thiên niên kỉ [nói tắt],#sự biến đổi của Trái Đất trong một thiên kỉ,oewn-15166173-n,True
thiên lí,d,"cây leo, lá hình tim mọc đối, hoa màu vàng lục, thường trồng thành giàn lấy bóng mát","#""Bông nhài bông lí bông ngâu, Chẳng bằng bông bưởi thơm lâu dịu dàng."" (Cdao)",oewn-12847276-n,True
thiên lí,d,"lẽ trời, lẽ tự nhiên, theo một quan niệm duy tâm thời xưa",#thuận theo thiên lí,oewn-05879762-n,False
thiên lí,d,nghìn dặm; thường dùng để tả cảnh đường đi rất xa hoặc một nơi nào đó rất xa,"#đường thiên lí #""Tôi đi thiên lí giang sơn, Nay về mà đặng bình an cũng mừng."" (MPXH)",oewn-13798542-n,True
thiên lí mã,d,"con ngựa hay, chạy rất nhanh",,oewn-02381277-n,False
thiên lôi,d,"thần làm ra sấm sét, theo tưởng tượng của người xưa",#ông thiên lôi,oewn-04439059-n,False
thiên lương,d,bản tính tốt tự nhiên của con người,"#""Giá như con nhà khác thì lêu lổng và hỏng từ bao giờ rồi còn gì. Cái thiên lương của cậu tốt lắm."" (Nguyễn Tuân; 34)",oewn-04630470-n,False
thiên lý,d,"cây leo, lá hình tim mọc đối, hoa màu vàng lục, thường trồng thành giàn lấy bóng mát","#""Bông nhài bông lí bông ngâu, Chẳng bằng bông bưởi thơm lâu dịu dàng."" (Cdao)",oewn-13121436-n,False
thiên lý mã,d,"con ngựa hay, chạy rất nhanh",,oewn-02385600-n,True
thiên mệnh,d,mệnh trời,#sống chết là do thiên mệnh,oewn-09528047-n,True
thiên nga,d,"chim cỡ lớn, sống ở nước, cùng họ với ngỗng, lông trắng hoặc đen, sống nhiều ở phương Bắc, thường nuôi làm cảnh",,oewn-01861082-n,True
thiên nhan,d,mặt vua [ví như mặt của trời]; cũng dùng để gọi tôn vua,"#""Thiên nhan gần gũi tấc gang, Nến hoa đối mặt, chén vàng trao tay."" (NĐM)",oewn-10648006-n,True
thiên nhiên,d,tổng thể nói chung những gì tồn tại xung quanh con người mà không phải do con người tạo ra,"#sống gần gũi với thiên nhiên cây cỏ #những quy luật của thiên nhiên #""Mặt trời đã xuống quá rặng tre làng. Cảnh vật thiên nhiên làm cho tâm hồn hai đứa ngây ngất (...)"" (Dương Hướng; 1)",oewn-09389659-n,True
thiên niên kỉ,d,khoảng thời gian một nghìn năm,,oewn-15166173-n,True
thiên niên kỉ,d,"từng khoảng thời gian một nghìn năm, tính từ năm thứ nhất sau công nguyên trở đi [hoặc từ năm thứ nhất trước công nguyên trở về trước]",#nhân loại đã bước sang thiên kỉ thứ ba (từ năm 2001 đến năm 3000),oewn-15166173-n,True
thiên niên kiện,d,"cây thân cỏ thuộc họ ráy, thân rễ dùng làm thuốc chữa một số bệnh như thấp khớp, đau xương",,oewn-12226211-n,True
thiên sứ,d,"sứ giả của nhà trời, theo tưởng tượng của người xưa","#""Cái cử chỉ của thằng Mõ làm cho nó cảm động quá, nó tưởng như thằng Mõ là một đức thiên sứ trời sai xuống để cứu vớt danh giá thằng Đối."" (Lưu Trọng Lư; 5)",oewn-09562026-n,True
thiên tai,d,"những tai hoạ lớn do các hiện tượng thiên nhiên như bão, lụt, hạn hán, giá rét, động đất, v.v. gây nên, làm ảnh hưởng nặng nề đến đời sống và sản xuất",#khắc phục thiên tai,oewn-07329438-n,True
thiên tài,d,"tài năng kiệt xuất, hơn hẳn mọi người, dường như là được trời phú cho",#nhà bác học thiên tài #Nguyễn Huệ là một thiên tài quân sự,oewn-05632244-n,True
thiên tào,d,thiên đình,"#""Khói lên đến tận Thiên Tào, Ngọc Hoàng phán hỏi: Mụ nào đốt rơm?"" (Cdao)",oewn-05635568-n,False
thiên thạch,d,"vật thể, phần lớn bằng đá hoặc kim loại, từ khoảng không vũ trụ rơi vào Trái Đất",,oewn-09375746-n,True
thiên thai,d,"nơi thần tiên ở, theo thần thoại",#chốn thiên thai,oewn-05639958-n,True
thiên thần,d,"thần ở trên trời; thường dùng để chỉ sự đẹp đẽ, kì diệu","#khuôn mặt đẹp như thiên thần #giấc ngủ thiên thần #""(...) các tướng Nguyên xúm lại, nhưng không một người nào chịu được sức khoẻ thiên thần của người tráng sĩ."" (Nguyễn Huy Tưởng; 1)",oewn-09562026-n,False
thiên thể,d,"tên gọi chung các vật thể tồn tại tự nhiên trong vũ trụ, như sao, hành tinh, vệ tinh, v.v.",,oewn-09262646-n,True
thiên thời,d,"điều kiện thuận lợi về thời cơ, thời thế cho việc tiến hành một công việc nào đó, coi như do trời đem lại [một trong ba điều kiện cơ bản, cùng với địa lợi, nhân hoà, để làm nên thắng lợi, theo quan niệm xưa]",,oewn-11438574-n,False
thiên thời,d,"điều kiện thiên nhiên như thời tiết, khí hậu, nói chung","#""Khí hậu nước ta ấm áp cho phép ta quanh năm trồng trọt, thu hoạch bốn mùa. Như thế là thiên thời rất thuận lợi."" (Hồ Chí Minh; 5)",oewn-11545095-n,False
thiên thu,d,"nghìn thu, nghìn năm; thường dùng để chỉ thời gian vĩnh viễn",#giấc mộng thiên thu,oewn-15268787-n,True
thiên tính,d,"tính vốn có, do trời phú cho","#""Cái thiên tính làm mẹ trong lòng người đàn bà, bị kiềm chế lâu ngày, bồng bột phát triển."" (Đỗ Đức Thu; 2)",oewn-05631825-n,True
thiên triều,d,"triều đình Trung Quốc, trong quan hệ với các nước láng giềng phụ thuộc thời phong kiến [theo quan điểm của tư tưởng nước lớn phong kiến]",#đi sứ sang thiên triều #binh lính thiên triều,oewn-08068698-n,False
thiên truỵ,d,sa đì,,oewn-13477888-n,False
thiên tuế,d,"giống tuế có lá chét mỏng, hình lông chim rất dài, cuống lá có hai dãy gai, trồng làm cảnh",,oewn-12602979-n,True
thiên tuế,d,"nghìn năm, nghìn tuổi [thường dùng trong lời tung hô, chúc tụng cha mẹ hoặc vợ con của vua]",#hoàng hậu thiên tuế!,oewn-15276957-n,False
thiên tư,d,"tư chất, phẩm chất tự nhiên giúp người ta đạt kết quả tốt trong một loại hoạt động nhất định",#cháu bé có thiên tư về hội hoạ #thiên tư lỗi lạc,oewn-05631825-n,True
thiên tử,d,từ dùng để gọi tôn vua [coi như con trời] thời phong kiến,"#lên ngôi thiên tử #""Đua nhau đón rước xe rồng, Mừng xem thiên tử hợp cùng tiên nhân."" (CC)",oewn-10072812-n,True
thiên tướng,d,"tướng nhà trời, theo tưởng tượng của người xưa","#""Lòng trời có ý yêu vì, Đêm sai thiên tướng hộ trì An Dương."" (TNNL)",oewn-09562026-n,False
thiên uy,d,uy của trời; thường dùng để chỉ uy của vua,"#""Tiểu tướng từ nửa tháng nay can ngăn Thái tử đã nhiều, xúc phạm cả đến thiên uy, tự biết có tội (...)"" (Nguyễn Huy Tưởng; 1)",oewn-14466998-n,True
thiên văn,d,hiện tượng xảy ra trên bầu trời liên quan đến sự vận động của các thiên thể,#đài thiên văn #kính thiên văn #xem thiên văn,oewn-06104629-n,False
thiên văn,d,thiên văn học [nói tắt],#nhà thiên văn #khoa thiên văn,oewn-06104629-n,True
thiên văn học,d,khoa học nghiên cứu về các thiên thể,#ngành thiên văn học,oewn-06104629-n,False
thiên vương tinh,d,sao Thiên Vương,,oewn-09490547-n,True
thiền,d,"từ đạo Phật gọi sự tĩnh tâm, loại bỏ những ý nghĩ không thuần khiết; cũng thường dùng để gọi chung những gì của đạo Phật","#""Cửa thiền vừa tiết cuối xuân, Bóng hoa rợp đất, vẻ ngân ngang trời."" (TKiều)",oewn-08115674-n,False
thiền học,d,môn học về thiền trong đạo Phật,,oewn-06252178-n,False
thiền môn,d,"cửa thiền, cửa Phật",#nương mình ở chốn thiền môn,oewn-03786777-n,True
thiền sư,d,"người luyện tập thiền đã đạt đến một mức độ cao, có thể làm được những việc phi thường nào đó",,oewn-10565759-n,False
thiền sư,d,từ dùng để gọi tôn hoà thượng,"#Không Lộ thiền sư #""Theo đường Phật giáo mong cầu phúc, Đội đức thiền sư cứu khỏi nàn."" (LTKN)",oewn-10131898-n,False
thiền tông,d,"một phái của đạo Phật, chủ trương lấy thanh tịnh làm gốc, lấy việc ngồi yên lặng để ngẫm nghĩ đạo lí [thiền định] làm phép tu",#tư tưởng Phật giáo thiền tông,oewn-08115995-n,True
thiển kiến,d,"ý nghĩ, ý kiến nông cạn [dùng để tự nói về mình với ý khiêm nhường]",#theo thiển ý của tôi,oewn-04896722-n,False
thiển ý,d,"ý nghĩ, ý kiến nông cạn [dùng để tự nói về mình với ý khiêm nhường]",#theo thiển ý của tôi,oewn-05954491-n,False
thiện cảm,d,"tình cảm tốt, ưa thích đối với ai đó","#có thiện cảm #ánh mắt không mấy thiện cảm #""Vẻ khảng khái, tinh thần vị nghĩa của người thanh niên càng làm tăng mối thiện cảm có sẵn của chúa đối với chàng."" (Nguyễn Huy Tưởng; 2)",oewn-07515653-n,True
thiện chí,d,"ý định, suy nghĩ tốt và luôn thực lòng mong muốn đi đến kết quả tốt khi giải quyết việc gì","#thái độ thiếu thiện chí #""Tôi dành cho anh một cơ hội để biểu lộ thiện chí."" (Hữu Mai; 3)",oewn-07515169-n,True
thiện tâm,d,"tấm lòng lành, tấm lòng từ thiện",#người có thiện tâm,oewn-07561087-n,True
thiện ý,d,ý định tốt lành trong quan hệ với người khác,"#tỏ rõ thiện ý #""Mất vợ, tôi chả buồn chả đau, (...) chỉ bực mình tí chút trước những câu hỏi ác ý lẫn cả thiện ý của người đời."" (Chu Lai; 1)",oewn-04647713-n,False
thiếp,d,1 vợ lẽ trong các gia đình giàu sang thời phong kiến,#năm thê bảy thiếp #cưới về làm thiếp,oewn-09971872-n,True
thiếp,d,từ người phụ nữ ngày trước dùng để tự xưng một cách khiêm nhường khi nói với chồng hoặc với người đàn ông nói chung,"#""Nàng rằng: Phận gái chữ tòng, Chàng đi, thiếp cũng quyết lòng xin đi."" (TKiều)",oewn-10808492-n,False
thiếp,d,"tấm giấy nhỏ dùng để báo tin, chúc mừng, mời khách, v.v., có nội dung ngắn gọn và thường được in sẵn",#thiếp mời đám cưới #thiếp chúc Tết,oewn-06639513-n,True
thiếp,d,danh thiếp [nói tắt],,oewn-06437074-n,True
